Date,week_of,Verified Purchase,Recommended,Incentivized,Product shade,Rating,Review ID,Review Title,Review,Upvote,Downvote,Reviewer Name,Reviewer Description,AgeRange,SkinConcerns,Unnamed: 15
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2554,Super Moisturizing,I love it!!! My son has extreme eczema and his skin was cracked and bleeding. After a few applications his skin has improved drastically!! I love it! It's a little pricey but definitely works amazingly!!,0,0,Rocky87,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2555,Really Really Great,"I love this product so much. Overall, this brand is fantastic, but this moisturizer is my favorite. I have super sensitive, really dry skin in the winter and fall, but this product has given me the best skin ever! Super moisturizing without making my skin oily, and no irritation. My favorite moisturizer.",0,0,sarahrenees,Dry skin,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2556,moisturizing,I use this as a body lotion because it is very moisturizing. It quickly gets absorbed into my skin and does not leave  any greasy or sticky residue.,0,0,sieunjlee,,,,1
2016-11-16,13_Nov_2016,No,No,No,,2 stars,P4R2557,Not Ultra enough,This cream moisturizes but not enough for skin that tends to be dry. I might use the remainder as hand cream but would not use on my face again.,0,0,susangail,,,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2558,the best.,"I have really bad allergic reactions to a lot of things, which cause me to basically scratch my skin off. This lotion not only soothes & moisturizes, but it doesn't add to the irritation. Love this product.",0,0,tarapixel,Combination skin,25-34,,1
2016-11-16,13_Nov_2016,No,No,No,,5 stars,P4R2559,great facial pad,Thsee facial pads are great for the skin.,0,0,,,18-24,Acne,1
2016-11-15,13_Nov_2016,No,No,No,,5 stars,P4R2560,Skin drinks it in,"I have dry dry skin. It feels tight after washing & my Clinique lotion wasn't cutting it anymore. I had dry flaky patches with the constant temps changing in IL. This stuff has been awesome. I use it at night only & lighter lotion in the morning. It doesn't make me feel greasy at all, and I haven't noticed any reactions with my very sensitive skin! Plus it comes in a huge jar that even with nightly use, I haven't noticed a difference. I love that it doesn't smell or have any weird color. It just does it's job! Great stuff",0,0,ARFEJS13,,,,1
2016-11-15,13_Nov_2016,No,No,No,,5 stars,P4R2561,amazing,i have combination skin-  very oily in the t-zone and dry in other sections- but this moisturizer really impressed me with its ability to hydrate both of my needs and also not clog my pores.  Not to mention the price is great,0,0,elleny3237,Combination skin,13-17,,1
2016-11-13,13_Nov_2016,No,No,No,,5 stars,P4R2562,Love this product!,Great for sensitive skin. Moisturizes without making me break out. Leaves my skin soft and smooth.,0,0,artsychik,Combination skin,,,1
2016-11-13,13_Nov_2016,No,No,No,,5 stars,P4R2563,best moisturizer I've ever used,"This product is honestly so amazing– I don't know what I'd do without it! I was hesitant at first because of the thick, whipped texture, but one I applied it I realized how quickly it absorbs into the skin. It feels so light and so hydrated on, and it does not break my sensitive skin out. It is also definitely not oily or greasy at all. It's also great under makeup. Before I started using this, I had many rough, dry patches on my skin because I am outdoors a lot, but since I've used it, I haven't had that problem once. I bought a new tub three months ago, and I'm not even halfway through. I use it morning and night. The tub is huge and definitely well- priced. I highly recommend this for any skin types!",0,0,caitlin100,Dry skin,,,1
2016-11-13,13_Nov_2016,No,No,No,,5 stars,P4R2564,calms & cools red skin,"I have rosey cheeks that turn bright red often, whether it be from heat or emotion. Typically, after applying face lotions my cheeks get bright red. I tried this lotion about an hour ago and still feel a cooling effect. Great value and great product. Finally something that helps reduce the red and even keeps my skin feeling cool. Will update after more use!",0,0,,,18-24,Acne,1
2016-11-12,06_Nov_2016,No,No,No,,5 stars,P4R2565,love it,"I got this in the Winter Skin Savers set and am completely in love with it. Any dry patches that I had went away the first day I added it to my skin care regimen. This is one of my holy grail items. The moment it runs out, I'm stocking up on more.",0,0,jules261,,,,1
2016-11-10,06_Nov_2016,No,No,No,,5 stars,P4R2566,Dry Skin and Acne Mark Saver!,"I've been having awful acne the past six months after stopping benzoyl peroxide, so I started using it again after exhausting more natural options. It does wonders for my acne, but it dries up my face horribly. This cream helped my dry skin as well as fade and soothe my acne marks! I've only used it for a week and I see a difference! Retinol and Calamine lotion did not help my face to the extent that this product has! I am very happy with my purchase!",2,0,BrettySketty,,,,1
2016-11-10,06_Nov_2016,No,No,No,,5 stars,P4R2567,Dehydration No No No!,"This cream saved my dry skin last fall and winter and is currently repairing my dry face from flaky disaster this fall! It feels so relieving when I put it on. Some people might not like how thick it is, but I actually prefer that in a moisturizer. My whole family and I share a jar of this stuff, we love it so much!",1,0,ninade,,,,1
2016-11-08,06_Nov_2016,No,No,No,,2 stars,P4R2568,not great,Didn't see much improvement using it as a body moisturizer and it broke me out as a face moisturizer it honestly irritated my skin quite a lot. I wouldn't recommend this product unfortunately,0,0,chaam,,,,1
2016-11-07,06_Nov_2016,No,No,Yes,,3 stars,P4R2569,Great body moisturizer,"This moisturizer works wonderfully for dry skin on the body, however DO NOT use it on your face if you have sensitive skin. I tried the product for about a month as a facial moisturizer, and while it did reduce dryness, it also caused my face to break out.",0,0,megger17,Combination skin,,,1
2016-11-07,06_Nov_2016,No,No,No,,2 stars,P4R2570,don't get the hype,I have very dry skin and I had high hopes for this. It's just ok. It smells weird and does pretty much nothing for my skin. Not worth the money,0,1,shelbyrjnes,,,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2571,Great for Sensitive Skin,So much bang for your buck. Even better when applied over a serum.  I have sensitive skin and most moisturizers (even natural ones) irritate my skin. This cream definitely doesn't. Great product.,0,0,ashljwl,,25-34,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2572,"If not hydrating enough, add another layer!","Would probably give a 4.5 out of 5, but it is a great cream. Makes very dry skin feel baby smooth. I have combination oily, acne prone skin. I am currently using a topical antibiotic for acne that really dries out my skin and this keeps my flakey skin nicely hydrated. The only downside is that you have to layer the cream for maximum hydration. It is very reasonably priced for a facial cream but expensive for a body cream, so I only use it on my face. But, for people who do not find it moisturizing enough, add another layer! Great cream for a great price. Worked for my very sensitive, acne prone skin.Would not use if very oily skin though.",0,0,kt741,Combination skin,,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2573,A+,I have dry sensitive skin.  This is a thick cream you don't need too much.   This plus my other things (skin oils) takes the itch away reduces redness and leaves me really hydrated.  Will be buying throughout the year.,1,1,liz48170,Dry skin,45-54,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2574,,"I suffer from eczema, particularly in my hands and forearms, and this has been the best thing I've ever used.  I work in a hospital, so I'm washing my hands often; but this lotion keeps my hands from drying out and cracking.  And since it doesn't contain perfume, I can use it at work as much as I want.",0,0,mgrantham,,,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2575,circling back,"I'm 34 years old.  I have combination skin, and light medium in complexion.  I've used all the moisturizers on the market.  Like everything for acne prone skin, anti-aging, sensitive skin, etc.  I don't know why but I keep circling back to it.  I've realized over time that a lot of the problems I had with my skin had to do with hydration.  For me, hydrating my skin keeps the oils balance and prevents breakouts.  Hydrating my skin gives my face more elasticity and helps with the dullness. It helps me diminish the look of the beginning stages of wrinkles.  The price is perfect and it truly hydrates.",2,3,o0msj0o,,,,1
2016-11-05,30_Oct_2016,No,No,No,,5 stars,P4R2576,perfect,"Living in Maine has its pros and cons. One of the bad things for me is when September rolls around and it starts getting colder outside causing my skin to dry really quickly. I mostly get flaky dry patches around my lips and cheeks. This moisturizer gets rid of those and evens out my skin so quickly. Would definitely recommend to anyone with dry skin. I bought the 6oz jar and it's packed full all the way to the top, I can see myself using this for a long time without having to re-purchase anytime soon.",1,0,Randi4,,,,1
2016-11-03,30_Oct_2016,No,No,No,,5 stars,P4R2577,Did the job for me AND my boyfriend!,"I bought this as part of the holiday kit with a bunch of products in it, because I suffer from dry, chapped skin in the winter. I use it on my face and elbows, and I have noticed a difference in only a few days of using it. My boyfriend has horrendously dry, flaky, scaly elbows in the winter, and he was convinced that nothing would work, but he is amazed by the difference this product has made. We use it 2-3 times a day, usually when we get up and go to bed, and maybe once more before we go to work. It has hydrated his skin to the point that it is no longer painful and cracked, and is starting to look more normal. Mine was never as bad, but even I have noticed a difference.",0,0,LadyLeo91,Dry skin,25-34,,1
2016-10-31,30_Oct_2016,No,No,No,,1 star,P4R2578,stay away if you have dry skin,"I was sold after reading so many great reviews. I have extremely dry skin during winter that tends to get really uncomfortable and feel tight when it's super dry. I also have occasional flaking when my skin gets really bad. I purchased this thinking that it would help, but it's been three days and I've been using this 2-4 times a day with no improvement. I might as well not be putting anything on my face.",2,5,Kabshz,,,,1
2016-10-29,23_Oct_2016,No,No,No,,3 stars,P4R2579,Nah,"I have dry semi-sensitive skin. While I liked this at first, the smell is nice, price agreeable, and overall makes my face feel good upon putting it on, I find within the hour, my dry patches on my face begin to flake with dead skin. It dries out the dryest parts like around my nose. 

I have used it on other parts of my body and found that it helps lessen the visibility of scars, but for my face, Its more negative than positive. Will not be repurchasing. I can't wait till my 6 oz tub is done.",4,1,Afroz,Dry skin,,,1
