Sentiment,L1 Cluster ID,L1 Cluster,L2 Cluster ID,L2 Cluster,L2 Phrase Count,L2 Rating (Phrase),L3 Cluster ID,L3 Cluster,L3 Phrase Count,L3 Review Count,L3 Rating (Review),L3 Rating (Phrase),L4 ID,L4 Phrases,Review ID,Review Rating,Date,Verified Purchase,Recommended,Incentivized,Upvote,Downvote,AgeRange,SkinConcerns
Positive,,,,Skin,700,4.817142857142857,32, SUPER dry skin,6,6,4.833333333333333,4.833333333333333,, peeling skin,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without feeling heavy or greasy,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Negative,,,,Skin,699,4.816881258941344,4, calm any redness,12,8,5.0,5.0,, Super,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, super moisturizing,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Negative,,,,Skin,699,4.816881258941344,32, SUPER dry skin,6,6,4.833333333333333,4.833333333333333,, peeling skin,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without feeling heavy or greasy,P4R766,5,20 April 2020,No,Yes,No,3,1,,
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Skin,700,4.817142857142857,7, this brand is vegan AND cruelty free,11,11,4.909090909090909,4.909090909090909,, contact dermatitis,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, Environmental Working Group's ingredients,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Negative,,,,Skin,699,4.816881258941344,7, this brand is vegan AND cruelty free,11,11,4.909090909090909,4.909090909090909,, contact dermatitis,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Negative,,,,Ingredients,12,4.833333333333333,1, very dry T-Zone quickly,13,10,4.7,4.769230769230769,, Environmental Working Group's ingredients,P4R767,5,20 April 2020,No,Yes,No,13,2,,Blackheads
Positive,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, loved the texture,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Positive,,,,Skin,700,4.817142857142857,9, soaks well,43,41,4.804878048780488,4.813953488372093,, made my skin feel great,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Negative,,,,Texture,241,4.775933609958506,12, first tried this moisturizer as a free sample,10,10,4.2,4.2,, loved the texture,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Negative,,,,Skin,699,4.816881258941344,9, soaks well,43,41,4.804878048780488,4.813953488372093,, made my skin feel great,P4R768,3,19 April 2020,No,No,No,7,0,,Acne
Positive,,,,Skin,700,4.817142857142857,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, not find the cream heavy or oily,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Positive,,,,Price,84,4.928571428571429,4, Age is [35],4,4,4.75,4.75,, little bit goes a long,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Skin,699,4.816881258941344,31, never caused an acne flare,17,17,4.294117647058823,4.294117647058823,, combination skin,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, not find the cream heavy or oily,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Negative,,,,Price,84,4.928571428571429,4, Age is [35],4,4,4.75,4.75,, little bit goes a long,P4R769,4,19 April 2020,No,Yes,No,11,1,,Acne
Positive,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, great for someone with dry skin,P4R770,4,18 April 2020,No,Yes,No,1,1,,
Negative,,,,Application,74,4.797297297297297,4, recommend trying this product,20,20,4.7,4.7,, great for someone with dry skin,P4R770,4,18 April 2020,No,Yes,No,1,1,,
Positive,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, has a very matte finish,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Positive,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, hasn’t noticed it breaking me out,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Negative,,,,Texture,241,4.775933609958506,3, Very gentle,19,18,4.722222222222222,4.7368421052631575,, has a very matte finish,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Negative,,,,Allergy,44,4.840909090909091,1, absorbs very well,15,15,4.733333333333333,4.733333333333333,, hasn’t noticed it breaking me out,P4R771,3,18 April 2020,No,Yes,No,3,3,,Acne
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, savior,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, dry skin,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,0, Very gentle,36,35,4.885714285714286,4.888888888888889,, savior,P4R772,4,18 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,700,4.817142857142857,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, extremely dry,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Application,74,4.797297297297297,6, Thank you First Aid Beauty!!,7,6,5.0,5.0,, nightly after toning,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, coat my entire face,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Packaging,52,4.788461538461538,4, never caused an acne flare,7,7,5.0,5.0,, lasts a few months,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, wait until it’s on sale,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Skin,699,4.816881258941344,27, No bumps or acne,27,27,4.62962962962963,4.62962962962963,, very dry skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, extremely dry,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, sensitive skin,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Application,74,4.797297297297297,6, Thank you First Aid Beauty!!,7,6,5.0,5.0,, nightly after toning,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Application,74,4.797297297297297,3, absorbs very well,16,16,4.6875,4.6875,, coat my entire face,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Packaging,52,4.788461538461538,4, never caused an acne flare,7,7,5.0,5.0,, lasts a few months,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Negative,,,,Price,84,4.928571428571429,0, calm any redness,34,32,4.875,4.882352941176471,, wait until it’s on sale,P4R773,5,18 April 2020,No,Yes,No,6,2,,Redness
Positive,,,,Skin,700,4.817142857142857,3, Read reviews on this product,24,23,4.869565217391305,4.875,, dry flaky skin,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, my t zone,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, stop my skin from flaking through out the day,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Skin,699,4.816881258941344,3, Read reviews on this product,24,23,4.869565217391305,4.875,, dry flaky skin,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Application,74,4.797297297297297,9, Very gentle,21,19,4.7894736842105265,4.809523809523809,, my t zone,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Performance,76,4.921052631578948,1, combination acne prone skin,28,23,4.956521739130435,4.964285714285714,, stop my skin from flaking through out the day,P4R774,5,18 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Skin,700,4.817142857142857,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Application,74,4.797297297297297,1, very dry T-Zone quickly,13,13,4.6923076923076925,4.6923076923076925,, use tretinoin,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, so hydrating,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Skin,699,4.816881258941344,23, very dry T-Zone quickly,24,24,4.875,4.875,, acne prone,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Application,74,4.797297297297297,1, very dry T-Zone quickly,13,13,4.6923076923076925,4.6923076923076925,, use tretinoin,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Negative,,,,Performance,76,4.921052631578948,4, Very gentle,10,10,4.7,4.7,, so hydrating,P4R775,5,17 April 2020,No,Yes,No,6,0,,Acne
Positive,,,,Skin,700,4.817142857142857,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema so,P4R776,5,17 April 2020,Yes,Yes,No,3,2,,Acne
Positive,,,,Texture,241,4.775933609958506,0, absorbs very well,10,10,4.5,4.5,, whipped texture,P4R776,5,17 April 2020,Yes,Yes,No,3,2,,Acne
Negative,,,,Skin,699,4.816881258941344,11, recommend trying this product,70,67,4.865671641791045,4.871428571428571,, eczema so,P4R776,5,17 April 2020,Yes,Yes,No,3,2,,Acne
Negative,,,,Texture,241,4.775933609958506,0, absorbs very well,10,10,4.5,4.5,, whipped texture,P4R776,5,17 April 2020,Yes,Yes,No,3,2,,Acne
Positive,,,,Skin,700,4.817142857142857,42, not look glossy midday,7,7,5.0,5.0,, past winter was brutal to my skin,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Skin,700,4.817142857142857,3, Read reviews on this product,24,23,4.869565217391305,4.875,, flaking off my face,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, thick and healing,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Skin,699,4.816881258941344,42, not look glossy midday,7,7,5.0,5.0,, past winter was brutal to my skin,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Skin,699,4.816881258941344,3, Read reviews on this product,24,23,4.869565217391305,4.875,, flaking off my face,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Negative,,,,Texture,241,4.775933609958506,5, price is worth it,19,19,4.684210526315789,4.684210526315789,, thick and healing,P4R777,5,17 April 2020,Yes,Yes,No,4,0,,Acne
Positive,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, have fallen in love with this cream,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, super sensitive skin,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, prone to redness,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, irritation,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Sentiment,119,4.9411764705882355,1, calm any redness,19,15,4.933333333333334,4.947368421052632,, have fallen in love with this cream,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, super sensitive skin,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, prone to redness,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, irritation,P4R778,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Price,84,4.928571428571429,1, Read reviews on this product,9,5,5.0,5.0,, Was a little skeptical after having used much pricier,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, super sensitive skin,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, prone to redness,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, irritation,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Price,84,4.928571428571429,1, Read reviews on this product,9,5,5.0,5.0,, Was a little skeptical after having used much pricier,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, super sensitive skin,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,20, Very gentle,38,35,4.914285714285715,4.921052631578948,, prone to redness,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Negative,,,,Skin,699,4.816881258941344,19, does NOT leave skin oily/greasy,16,13,4.6923076923076925,4.75,, irritation,P4R779,5,16 April 2020,Yes,Yes,No,1,0,,Acne
Positive,,,,Skin,700,4.817142857142857,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, seem to really work,P4R780,5,16 April 2020,No,Yes,No,1,0,,
Positive,,,,Skin,700,4.817142857142857,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, dry,P4R780,5,16 April 2020,No,Yes,No,1,0,,
Negative,,,,Skin,699,4.816881258941344,8, Read reviews on this product,41,39,4.717948717948718,4.7317073170731705,, seem to really work,P4R780,5,16 April 2020,No,Yes,No,1,0,,
Negative,,,,Skin,699,4.816881258941344,17, skill looks more hydrated,31,26,4.961538461538462,4.967741935483871,, dry,P4R780,5,16 April 2020,No,Yes,No,1,0,,
Positive,,,,Skin,700,4.817142857142857,38, calms down my skin,4,3,5.0,5.0,, RX retinol,P4R781,5,16 April 2020,No,Yes,No,1,0,,
Positive,,,,Skin,700,4.817142857142857,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, my skin can get very dry,P4R781,5,16 April 2020,No,Yes,No,1,0,,
Negative,,,,Skin,699,4.816881258941344,38, calms down my skin,4,3,5.0,5.0,, RX retinol,P4R781,5,16 April 2020,No,Yes,No,1,0,,
Negative,,,,Skin,699,4.816881258941344,10, lifetime product for me,60,58,4.775862068965517,4.783333333333333,, my skin can get very dry,P4R781,5,16 April 2020,No,Yes,No,1,0,,
Positive,,,,Texture,241,4.775933609958506,13, suffer from adult acne,7,4,5.0,5.0,, without feeling heavy,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, waxy or greasy,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, kind to my sensitive skin,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Texture,241,4.775933609958506,13, suffer from adult acne,7,4,5.0,5.0,, without feeling heavy,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, waxy or greasy,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, kind to my sensitive skin,P4R782,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,241,4.775933609958506,13, suffer from adult acne,7,4,5.0,5.0,, without feeling heavy,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, waxy or greasy,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Skin,700,4.817142857142857,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, kind to my sensitive skin,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, my hubby even likes to use,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, salesman at Sephora gave me,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Texture,241,4.775933609958506,13, suffer from adult acne,7,4,5.0,5.0,, without feeling heavy,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Texture,241,4.775933609958506,1, Very gentle,20,17,4.9411764705882355,4.95,, waxy or greasy,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Skin,699,4.816881258941344,18, thick and hydrating,53,44,4.840909090909091,4.867924528301887,, kind to my sensitive skin,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Demographic,54,4.962962962962963,0, very dry T-Zone quickly,23,22,4.863636363636363,4.869565217391305,, my hubby even likes to use,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Negative,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, salesman at Sephora gave me,P4R783,5,16 April 2020,No,Yes,No,0,0,,Aging
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, not oily or greasy at all,P4R784,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Positive,,,,Texture,241,4.775933609958506,18, combination skin,4,1,5.0,5.0,, Penetrates skin with no residual stickiness,P4R784,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, not oily or greasy at all,P4R784,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Negative,,,,Texture,241,4.775933609958506,18, combination skin,4,1,5.0,5.0,, Penetrates skin with no residual stickiness,P4R784,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Positive,,,,Texture,241,4.775933609958506,24, Super thick,5,4,5.0,5.0,, no heavy fragrance,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Positive,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, Not oily or greasy at all,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Positive,,,,Texture,241,4.775933609958506,18, combination skin,4,1,5.0,5.0,, Penetrates skin with no residual stickiness,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Negative,,,,Texture,241,4.775933609958506,24, Super thick,5,4,5.0,5.0,, no heavy fragrance,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Negative,,,,Texture,241,4.775933609958506,6, recommend trying this product,21,17,4.823529411764706,4.809523809523809,, Not oily or greasy at all,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Negative,,,,Texture,241,4.775933609958506,18, combination skin,4,1,5.0,5.0,, Penetrates skin with no residual stickiness,P4R785,5,16 April 2020,Yes,Yes,No,1,0,,Aging
Positive,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, This was recommended to me by a Sephora employee,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without the greasy feeling,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Price,84,4.928571428571429,4, Age is [35],4,4,4.75,4.75,, A little goes a long way,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, so good job hydrating my face,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Demographic,54,4.962962962962963,1, Very gentle,31,31,4.838709677419355,4.838709677419355,, in the winters,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Motivation,75,4.386666666666667,5, recommend trying this product,12,11,4.181818181818182,4.25,, This was recommended to me by a Sephora employee,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Texture,241,4.775933609958506,10, Thank you First Aid Beauty!!,18,14,5.0,5.0,, without the greasy feeling,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Price,84,4.928571428571429,4, Age is [35],4,4,4.75,4.75,, A little goes a long way,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, so good job hydrating my face,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Negative,,,,Demographic,54,4.962962962962963,1, Very gentle,31,31,4.838709677419355,4.838709677419355,, in the winters,P4R786,5,16 April 2020,No,Yes,No,3,1,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Very hydrating,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, doesn't feel balmy,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, off a recommendation,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Very hydrating,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, doesn't feel balmy,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, off a recommendation,P4R788,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Skin,700,4.817142857142857,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Very hydrating,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, doesn't feel balmy,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, bought it off a recommendation,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Skin,699,4.816881258941344,24, recommend trying this product,49,46,4.760869565217392,4.714285714285714,, Very hydrating,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Texture,241,4.775933609958506,4, less redness,10,7,4.857142857142857,4.6,, doesn't feel balmy,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Negative,,,,Motivation,75,4.386666666666667,0, very dry T-Zone quickly,13,10,3.8,3.8461538461538463,, bought it off a recommendation,P4R789,4,16 April 2020,Yes,Yes,No,0,0,,Acne
Positive,,,,Odor,51,4.705882352941177,2, Very gentle,11,11,4.363636363636363,4.363636363636363,, fragrance,P4R790,4,16 April 2020,Yes,Yes,No,2,0,,Acne
Positive,,,,Skin,700,4.817142857142857,5, redness gone,43,41,4.634146341463414,4.651162790697675,, helped moisturize my body,P4R790,4,16 April 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Odor,51,4.705882352941177,2, Very gentle,11,11,4.363636363636363,4.363636363636363,, fragrance,P4R790,4,16 April 2020,Yes,Yes,No,2,0,,Acne
Negative,,,,Skin,699,4.816881258941344,5, redness gone,43,41,4.634146341463414,4.651162790697675,, helped moisturize my body,P4R790,4,16 April 2020,Yes,Yes,No,2,0,,Acne
